,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
15892,9558020460,6/4/2014,427500.0,4,2.5,2460,5091,2.0,0.0,0.0,3,9,2460,0.0,2003,0.0,98058,47.45,-122.12100000000001,2490,4750
15893,3575302880,11/10/2014,339300.0,3,2.0,970,10000,1.0,0.0,0.0,5,7,970,0.0,1972,0.0,98074,47.6205,-122.06299999999999,1230,7500
15894,6671900095,5/27/2014,313000.0,3,1.75,1320,6205,1.0,0.0,0.0,5,7,1320,0.0,1948,0.0,98133,47.7412,-122.34299999999999,1210,6205
15895,5637500094,5/22/2014,431500.0,3,3.5,1900,1612,2.0,0.0,0.0,3,8,1430,470.0,2008,0.0,98136,47.544,-122.385,1780,1525
15896,4310701330,3/9/2015,415000.0,3,1.5,1220,835,1.5,0.0,0.0,4,6,1220,0.0,1950,0.0,98103,47.6981,-122.34100000000001,1360,1251
15899,6829900080,3/30/2015,275000.0,3,1.5,1400,9750,1.0,0.0,0.0,4,6,1400,0.0,1964,0.0,98030,47.3768,-122.17,1160,9750
15900,5370200170,2/17/2015,325000.0,2,1.0,1070,5080,1.0,0.0,0.0,5,6,1070,0.0,1942,0.0,98106,47.5224,-122.35,900,5080
15903,6111400020,3/30/2015,410000.0,4,2.0,2010,9474,2.0,0.0,0.0,3,7,2010,0.0,1953,2003.0,98166,47.4234,-122.34200000000001,2140,10164
15905,8029510010,10/30/2014,299250.0,3,2.5,2530,8669,2.0,0.0,0.0,3,9,2530,0.0,1990,0.0,98023,47.3073,-122.395,2530,9469
15906,4438400050,7/14/2014,239000.0,2,1.0,710,14000,1.0,0.0,0.0,4,6,710,0.0,1953,0.0,98166,47.4379,-122.337,1500,10540
15907,7831800460,5/2/2014,235000.0,2,1.0,1210,9400,1.0,0.0,0.0,2,6,1210,0.0,1949,0.0,98106,47.5342,-122.36,1580,6026
15909,8029550020,7/1/2014,431000.0,4,2.5,2300,6087,2.0,0.0,0.0,3,7,2300,0.0,2001,0.0,98056,47.5125,-122.19200000000001,1770,5907
15911,9460000010,12/3/2014,285000.0,3,1.75,1990,6500,1.0,0.0,0.0,3,7,1090,900.0,1961,0.0,98055,47.488,-122.221,2150,6500
15913,4037700285,7/31/2014,415000.0,3,1.0,1300,7975,1.0,0.0,0.0,4,7,1300,0.0,1958,0.0,98008,47.611000000000004,-122.12200000000001,1570,9075
15922,3878900225,6/2/2014,345000.0,3,1.75,1990,5650,1.0,0.0,1.0,3,7,1320,670.0,1963,0.0,98178,47.5086,-122.25200000000001,2130,5650
15923,4222700130,3/4/2015,279000.0,3,2.25,2070,7800,1.0,0.0,0.0,3,7,1170,900.0,1964,0.0,98003,47.3431,-122.305,1570,8400
15925,428000225,6/20/2014,237000.0,3,1.0,1300,8160,1.0,0.0,0.0,4,7,1300,0.0,1960,0.0,98056,47.511,-122.17200000000001,1290,8970
15926,8133300050,6/26/2014,200500.0,3,1.75,1260,9346,1.0,0.0,0.0,4,7,1260,0.0,1963,0.0,98030,47.3713,-122.186,1800,9705
15927,2423039134,3/24/2015,387500.0,4,1.75,2400,9900,1.0,0.0,0.0,3,7,1250,1150.0,1957,0.0,98166,47.4631,-122.36200000000001,1960,9900
15928,2726049150,7/17/2014,392500.0,4,2.0,1950,8040,1.0,0.0,0.0,3,7,1950,0.0,1961,0.0,98125,47.7074,-122.29,1950,8092
15929,8074200080,2/13/2015,305000.0,3,2.0,1430,12430,1.0,0.0,0.0,4,7,1430,0.0,1957,0.0,98056,47.4903,-122.178,1200,8250
15932,7696630170,6/5/2014,276000.0,4,2.5,2068,7242,2.0,0.0,0.0,4,7,2068,0.0,1976,0.0,98001,47.3318,-122.281,1560,7524
15935,3223049073,4/13/2015,235000.0,2,1.0,930,10505,1.0,0.0,0.0,3,6,930,0.0,1930,0.0,98148,47.4337,-122.329,1520,8881
15936,7300700050,2/19/2015,325000.0,3,1.0,1300,8879,1.0,0.0,0.0,3,7,920,380.0,1950,0.0,98155,47.7465,-122.32600000000001,1530,6960
15937,9900000190,10/30/2014,268950.0,3,1.0,1320,8100,1.0,0.0,0.0,3,6,880,440.0,1943,0.0,98166,47.4697,-122.351,1000,8100
15938,3751600635,11/10/2014,264500.0,3,1.5,1580,14040,1.0,0.0,0.0,3,7,1050,530.0,1980,0.0,98001,47.2932,-122.26700000000001,2240,12000
15939,7575600430,11/10/2014,240000.0,3,2.5,1620,5250,2.0,0.0,0.0,3,8,1620,0.0,1987,0.0,98003,47.3538,-122.301,1650,5250
15942,2076400050,10/22/2014,294950.0,4,2.25,1740,9600,1.0,0.0,2.0,3,7,1160,580.0,1957,0.0,98188,47.431999999999995,-122.27600000000001,1630,9600
15945,1787600294,2/5/2015,222000.0,2,1.0,830,6893,1.0,0.0,0.0,3,7,830,0.0,1950,0.0,98125,47.7234,-122.32799999999999,1470,7200
15948,6699940250,7/25/2014,350000.0,4,2.5,2610,5866,2.0,0.0,0.0,3,8,2610,0.0,2005,0.0,98038,47.3441,-122.04,2480,5188
15949,8151601190,12/3/2014,180000.0,5,1.0,1460,11726,1.5,0.0,0.0,3,6,1290,170.0,1936,0.0,98146,47.5039,-122.361,1460,10450
15951,3797001900,9/22/2014,360000.0,3,1.5,1360,6000,1.0,0.0,0.0,3,6,860,500.0,1911,0.0,98103,47.6846,-122.345,1560,3000
15954,2310000440,10/27/2014,279950.0,3,2.25,1340,7202,2.0,0.0,0.0,4,7,1340,0.0,1989,0.0,98038,47.3563,-122.039,1470,7395
15955,6414600321,6/11/2014,317000.0,3,1.0,1160,8813,1.0,0.0,0.0,3,7,1160,0.0,1952,0.0,98125,47.7257,-122.329,1200,7615
15958,9553200052,5/6/2014,345000.0,3,1.0,1110,6250,1.0,0.0,0.0,3,7,1110,0.0,1956,0.0,98115,47.6977,-122.292,2010,6944
15960,984000130,12/23/2014,325000.0,4,2.25,1920,11603,2.0,0.0,0.0,4,7,1920,0.0,1967,0.0,98058,47.4315,-122.169,1840,7350
15962,3356403304,10/16/2014,154000.0,3,3.0,1530,9997,1.0,0.0,0.0,3,6,1020,510.0,1992,0.0,98001,47.2861,-122.25200000000001,1410,9997
15964,1329300480,10/23/2014,376950.0,4,2.5,2643,5750,2.0,0.0,0.0,3,8,2643,0.0,2012,0.0,98030,47.3519,-122.17299999999999,2406,5772
15967,9347900020,1/27/2015,230000.0,3,1.0,880,9035,1.0,0.0,0.0,4,6,880,0.0,1967,0.0,98059,47.476000000000006,-122.15100000000001,1440,10350
15969,9542802000,12/29/2014,185000.0,3,1.75,1130,7000,1.0,0.0,0.0,3,7,1130,0.0,1978,0.0,98023,47.306999999999995,-122.37200000000001,1830,8880
15970,8088600080,6/2/2014,274950.0,3,1.0,1450,8820,1.0,0.0,0.0,3,6,1050,400.0,1958,0.0,98168,47.4698,-122.264,1510,8820
15973,5104200470,3/25/2015,436000.0,5,3.0,2720,9856,2.0,0.0,0.0,4,8,2720,0.0,1969,0.0,98059,47.4778,-122.146,1420,9685
15975,3356403140,10/10/2014,225000.0,3,1.0,1080,16000,1.0,0.0,0.0,3,6,1080,0.0,1952,0.0,98001,47.2873,-122.251,1610,10007
15976,4472000050,3/9/2015,265000.0,3,2.5,1890,6088,2.0,0.0,0.0,3,7,1890,0.0,1996,0.0,98002,47.2886,-122.21799999999999,1700,6600
15982,2895600420,4/21/2015,384500.0,2,1.0,1130,5236,1.0,0.0,0.0,4,6,1130,0.0,1942,0.0,98146,47.5103,-122.38600000000001,1010,5320
15983,2320069260,10/27/2014,415000.0,3,2.0,2010,33090,1.5,0.0,2.0,5,8,2010,0.0,1986,0.0,98022,47.2133,-122.007,1840,22620
15984,7305300470,12/1/2014,345000.0,2,1.75,1820,8409,1.0,0.0,0.0,4,6,910,910.0,1948,0.0,98155,47.7538,-122.32700000000001,1300,8409
15986,2561340020,8/4/2014,325000.0,3,1.75,1780,11096,1.0,0.0,0.0,3,7,1210,570.0,1979,0.0,98074,47.617,-122.051,1780,10640
15992,9265700005,8/22/2014,395000.0,3,1.75,1740,6220,1.0,0.0,0.0,4,6,1740,0.0,1954,0.0,98177,47.762,-122.36200000000001,1630,8418
15994,321049193,10/17/2014,215000.0,3,2.0,1760,9282,1.0,0.0,0.0,5,7,1100,660.0,1947,0.0,98001,47.3413,-122.29,1730,7500
15997,6648100010,11/19/2014,392500.0,3,1.75,1540,8925,1.0,0.0,0.0,4,7,1540,0.0,1957,0.0,98133,47.7762,-122.337,1620,10397
16000,5104450440,11/13/2014,252500.0,3,2.0,1810,10684,2.0,0.0,0.0,3,8,1810,0.0,1987,0.0,98058,47.4619,-122.15299999999999,2140,9657
16005,8041100010,8/18/2014,377000.0,3,1.75,1820,34800,1.0,0.0,0.0,4,6,1820,0.0,1967,0.0,98027,47.4616,-121.98,2570,52707
16007,2771101964,8/12/2014,396500.0,3,1.5,1360,1488,2.0,0.0,0.0,3,7,1120,240.0,2003,0.0,98199,47.6526,-122.384,1360,1573
16008,1560870470,7/31/2014,300000.0,4,2.5,2080,2999,2.0,0.0,0.0,3,8,2080,0.0,1998,0.0,98059,47.4909,-122.15700000000001,1630,3148
16013,6928000440,7/18/2014,301950.0,3,1.75,1370,9288,1.0,0.0,0.0,4,7,1370,0.0,1988,0.0,98059,47.4824,-122.152,1500,9864
16016,6300000396,12/16/2014,375000.0,3,1.75,1380,5060,1.0,0.0,0.0,3,7,1380,0.0,1986,0.0,98133,47.7059,-122.34100000000001,1030,5060
16018,5116000170,3/31/2015,374990.0,3,2.5,1300,10484,2.0,0.0,0.0,3,8,1300,0.0,1983,0.0,98028,47.7768,-122.26799999999999,1380,7868
16021,8946750020,5/7/2015,264000.0,3,2.25,1552,3677,2.0,0.0,0.0,3,7,1552,0.0,2012,0.0,98092,47.3205,-122.178,1677,3677
16025,1509500080,3/17/2015,389950.0,3,2.5,2170,8140,2.0,0.0,0.0,3,9,2170,0.0,1994,0.0,98030,47.385,-122.169,2390,8100
16026,6341000020,3/4/2015,226000.0,2,1.0,1510,19874,1.0,0.0,0.0,3,7,1510,0.0,1951,0.0,98146,47.4924,-122.34,1540,10000
16027,1022069071,8/8/2014,390000.0,3,1.75,1870,40250,1.0,0.0,0.0,5,7,1870,0.0,1959,0.0,98038,47.4038,-122.036,1870,40250
16031,9250900095,8/19/2014,331000.0,2,1.0,1480,6210,1.0,0.0,0.0,3,7,1080,400.0,1950,0.0,98133,47.773999999999994,-122.351,1290,7509
16033,7212680080,10/15/2014,300000.0,3,1.75,1700,8481,2.0,0.0,0.0,3,7,1700,0.0,1993,0.0,98003,47.2623,-122.305,1830,6600
16034,2968801315,9/17/2014,361810.0,3,1.75,1240,7620,1.0,0.0,0.0,3,7,1240,0.0,1968,2014.0,98166,47.4576,-122.348,1150,7620
16036,8068000440,12/26/2014,399000.0,3,1.75,1620,10000,1.5,0.0,0.0,5,6,1620,0.0,1918,0.0,98178,47.5091,-122.262,1880,10000
16037,7883605900,10/15/2014,315450.0,3,1.75,1130,7500,1.5,0.0,0.0,4,7,1130,0.0,1908,0.0,98108,47.5254,-122.318,1240,6000
16039,8651442910,3/25/2015,247500.0,4,2.0,1710,5200,1.0,0.0,0.0,4,7,910,800.0,1977,0.0,98042,47.3634,-122.09,1560,5200
16040,8113101233,1/30/2015,330000.0,3,1.0,2140,5037,1.0,0.0,0.0,3,7,2140,0.0,1957,0.0,98118,47.5494,-122.274,1630,6054
16042,4189800020,8/20/2014,367500.0,3,1.0,1570,10050,1.0,0.0,0.0,3,7,1570,0.0,1963,0.0,98028,47.736000000000004,-122.23100000000001,2540,9940
16046,2597501190,5/12/2015,270000.0,3,2.25,2080,26574,1.0,0.0,2.0,3,7,1380,700.0,1993,0.0,98002,47.2846,-122.19200000000001,1770,8140
16047,5288200225,11/25/2014,437500.0,3,2.0,1760,2875,2.0,0.0,2.0,3,7,1290,470.0,1988,0.0,98126,47.5602,-122.37799999999999,1760,4830
16049,6664900470,11/7/2014,278000.0,4,2.5,1940,6887,2.0,0.0,0.0,3,7,1940,0.0,1990,0.0,98023,47.2911,-122.353,1870,6144
16051,8018600655,3/26/2015,280000.0,4,3.0,2460,9606,1.0,0.0,0.0,3,8,2460,0.0,2012,0.0,98168,47.4889,-122.31700000000001,1730,7500
16052,2508000020,8/19/2014,250000.0,2,1.0,750,6350,1.0,0.0,0.0,3,5,750,0.0,1920,0.0,98103,47.6938,-122.35600000000001,920,6350
16053,1424059130,3/18/2015,247500.0,3,0.75,1300,72309,1.0,0.0,0.0,3,6,680,620.0,1950,1987.0,98006,47.567,-122.124,3080,8395
16057,3275910020,2/13/2015,340000.0,4,2.5,2181,5521,2.0,0.0,0.0,3,8,2181,0.0,2006,0.0,98001,47.3503,-122.291,2333,5143
16058,2229900020,6/10/2014,359950.0,3,1.75,1890,9100,2.0,0.0,0.0,4,7,1890,0.0,1952,0.0,98133,47.7676,-122.339,1640,9100
16061,9268200285,7/3/2014,370000.0,2,1.0,860,5040,1.0,0.0,0.0,3,7,860,0.0,1956,0.0,98117,47.6977,-122.365,1570,5040
16062,1328330780,4/15/2015,329950.0,3,1.0,1000,9170,1.0,0.0,0.0,3,7,1000,0.0,1980,0.0,98058,47.4405,-122.134,1610,9170
16065,5416510920,6/16/2014,385000.0,4,2.5,2960,5054,2.0,0.0,0.0,3,9,2960,0.0,2006,0.0,98038,47.3601,-122.035,2960,5000
16066,3330500345,4/20/2015,230000.0,2,1.0,1280,4635,1.0,0.0,0.0,3,6,840,440.0,1917,0.0,98118,47.5532,-122.28,1660,6180
16068,1035000007,12/18/2014,210000.0,3,2.0,1830,4992,1.0,0.0,0.0,3,7,1230,600.0,1953,0.0,98118,47.5145,-122.27,2050,7740
16069,1471701470,7/31/2014,293000.0,3,1.75,1420,13187,1.0,0.0,0.0,4,7,1420,0.0,1974,0.0,98059,47.4608,-122.065,1620,13824
16072,1223049150,4/14/2015,325000.0,2,1.75,1670,10725,1.0,0.0,0.0,3,7,1670,0.0,1965,0.0,98178,47.4893,-122.229,1600,10725
16073,5198600010,8/19/2014,180000.0,3,2.0,1670,7056,1.0,0.0,0.0,4,7,1670,0.0,1958,0.0,98002,47.3139,-122.212,1330,8415
16076,3541700170,10/17/2014,324450.0,3,2.0,1420,16000,1.0,0.0,0.0,3,7,1420,0.0,1966,0.0,98166,47.478,-122.35799999999999,1900,12630
16078,8122600020,5/21/2014,200000.0,4,1.0,1310,5200,1.5,0.0,0.0,3,6,1160,150.0,1945,0.0,98126,47.5384,-122.37,1090,5180
16079,3579700080,9/5/2014,383000.0,4,1.75,1830,11090,1.0,0.0,0.0,3,7,1060,770.0,1962,0.0,98028,47.7333,-122.24600000000001,1990,10917
16089,7418000020,7/24/2014,305000.0,3,1.75,1400,10350,1.0,0.0,0.0,4,7,1400,0.0,1976,0.0,98059,47.479,-122.132,1780,10457
16093,16000545,3/12/2015,250000.0,4,1.0,1320,11212,1.0,0.0,0.0,5,6,1320,0.0,1914,0.0,98002,47.3098,-122.209,1060,6766
16098,1180002580,3/19/2015,180000.0,2,1.0,890,6000,1.0,0.0,0.0,2,6,890,0.0,1919,0.0,98178,47.4976,-122.225,1100,6000
16100,8645900080,8/27/2014,427000.0,3,2.0,1720,128066,1.0,0.0,0.0,3,7,1720,0.0,1994,0.0,98027,47.4487,-121.98100000000001,2360,111078
16102,8026200080,7/15/2014,372000.0,4,1.75,1890,10550,1.0,0.0,0.0,5,7,1010,880.0,1969,0.0,98056,47.5147,-122.193,1930,7291
16103,5101404555,10/6/2014,290000.0,2,1.0,1020,6380,1.0,0.0,0.0,3,7,1020,0.0,1930,1973.0,98115,47.6971,-122.31700000000001,1380,6380
16104,9432900250,3/9/2015,329990.0,4,2.75,2420,8438,2.0,0.0,0.0,3,8,2420,0.0,1997,0.0,98022,47.2089,-122.01100000000001,2270,8770
16105,3995700250,10/13/2014,393500.0,3,1.75,1600,8156,1.0,0.0,0.0,5,7,1600,0.0,1948,0.0,98155,47.7397,-122.3,1200,8156
16107,8731982630,5/22/2014,240000.0,4,2.25,1720,8300,1.0,0.0,0.0,4,8,1720,0.0,1973,0.0,98023,47.3192,-122.385,2010,8000
16108,2968800660,5/13/2014,285000.0,3,1.0,1090,8640,1.0,0.0,0.0,4,6,1090,0.0,1973,0.0,98166,47.458999999999996,-122.355,1260,8400
16109,2872900010,4/14/2015,382500.0,3,1.5,1090,9862,1.0,0.0,0.0,3,8,1090,0.0,1987,0.0,98074,47.6256,-122.036,1710,9862
16113,3818700190,12/15/2014,387846.0,4,1.75,2520,15205,1.0,0.0,0.0,4,7,2040,480.0,1954,0.0,98028,47.7642,-122.264,1680,10000
16114,5125400305,8/21/2014,367500.0,4,2.0,1960,16015,1.0,0.0,0.0,3,7,1960,0.0,1980,0.0,98002,47.33,-122.22,1960,16015
16117,3876300080,12/24/2014,434400.0,5,1.75,1960,7875,1.0,0.0,0.0,4,7,1960,0.0,1968,0.0,98034,47.7256,-122.18,1800,7764
16118,1246700050,6/12/2014,370000.0,2,1.0,1220,17172,1.0,0.0,0.0,4,6,1220,0.0,1947,0.0,98033,47.6934,-122.163,1510,12915
16120,1328320280,3/27/2015,323000.0,3,2.0,1830,6925,1.0,0.0,0.0,4,8,1830,0.0,1979,0.0,98058,47.4445,-122.12299999999999,2010,7350
16121,5468760050,1/5/2015,270000.0,4,2.5,1600,9921,2.0,0.0,0.0,3,7,1600,0.0,2009,0.0,98042,47.3678,-122.124,2140,5806
16125,751000020,6/26/2014,290000.0,2,1.0,930,7740,1.0,0.0,0.0,3,6,930,0.0,1924,0.0,98125,47.7091,-122.292,1250,7740
16126,3578400670,9/24/2014,354000.0,3,2.0,1010,21340,1.0,0.0,0.0,3,8,1010,0.0,1980,0.0,98074,47.6223,-122.04299999999999,1700,13045
16129,2268000500,7/21/2014,229900.0,3,1.0,1440,11925,1.0,0.0,0.0,3,7,1440,0.0,1968,0.0,98003,47.2738,-122.3,1440,10425
16132,3298400470,2/4/2015,437400.0,3,1.75,2150,8925,1.0,0.0,0.0,4,7,2150,0.0,1960,0.0,98008,47.6253,-122.119,1100,7875
16137,1796350080,6/23/2014,239950.0,3,1.75,1230,9600,1.0,0.0,0.0,4,7,1230,0.0,1984,0.0,98042,47.3675,-122.095,1330,8250
16138,9477200460,1/8/2015,350000.0,3,1.0,950,9451,1.0,0.0,0.0,4,7,950,0.0,1977,0.0,98034,47.7308,-122.19,1480,8352
16139,7972601995,6/16/2014,245000.0,2,1.0,1200,4880,1.0,0.0,0.0,3,6,980,220.0,1943,0.0,98106,47.5276,-122.346,1040,4880
16144,4137070440,9/30/2014,329000.0,5,2.75,2570,7260,2.0,0.0,0.0,3,8,2570,0.0,1996,0.0,98092,47.2622,-122.212,2200,7421
16146,8632100010,6/4/2014,365000.0,2,1.0,1250,8100,1.0,0.0,0.0,4,7,1250,0.0,1947,0.0,98125,47.7294,-122.329,1710,8100
16149,1450100420,6/20/2014,205000.0,3,1.0,960,7314,1.0,0.0,0.0,5,6,960,0.0,1960,0.0,98002,47.2891,-122.221,990,7314
16150,1853500290,8/11/2014,314000.0,4,2.5,1870,8449,2.0,0.0,0.0,3,8,1870,0.0,1992,0.0,98188,47.4435,-122.274,2160,8113
16152,723059073,4/16/2015,329950.0,4,1.0,2050,7590,1.0,0.0,0.0,3,7,1280,770.0,1957,0.0,98178,47.4916,-122.22399999999999,2050,7800
16153,2374200005,6/16/2014,375000.0,4,2.0,2400,6000,2.0,0.0,0.0,3,6,2400,0.0,1913,1945.0,98011,47.7607,-122.209,1780,8732
16155,7211350130,6/19/2014,310000.0,4,1.5,1220,9600,1.0,0.0,0.0,3,6,1220,0.0,1980,0.0,98014,47.6462,-121.90899999999999,1180,9000
16160,4023500352,2/17/2015,425000.0,5,2.5,2840,9425,1.0,0.0,0.0,4,7,1590,1250.0,1962,0.0,98155,47.7609,-122.29700000000001,1900,11600
16162,6117502455,5/13/2014,375000.0,3,1.0,1190,9486,1.0,0.0,0.0,4,7,1190,0.0,1953,0.0,98166,47.4319,-122.339,2100,10400
16163,2791500020,6/4/2014,250500.0,3,2.0,1710,7225,2.0,0.0,0.0,4,7,1710,0.0,1988,0.0,98023,47.2917,-122.37299999999999,1710,7225
16164,5643600351,8/6/2014,257000.0,4,1.75,1900,22896,1.5,0.0,0.0,3,7,1360,540.0,1922,1990.0,98010,47.3102,-122.023,1300,8960
16165,4059400585,6/24/2014,218000.0,3,1.0,880,18205,1.0,0.0,0.0,4,6,880,0.0,1945,0.0,98178,47.5013,-122.244,1110,16115
16167,5727500561,4/14/2015,255544.0,3,1.0,1360,6186,1.5,0.0,0.0,4,6,760,600.0,1941,0.0,98133,47.7503,-122.334,1610,7453
16176,4137000280,2/22/2015,264500.0,3,2.5,1630,8346,1.0,0.0,0.0,3,8,1630,0.0,1990,0.0,98092,47.2622,-122.219,2110,8619
16178,7972601680,3/23/2015,290000.0,3,1.0,910,7620,1.0,0.0,2.0,3,7,910,0.0,1971,0.0,98106,47.5278,-122.34299999999999,1660,7620
16180,4037000080,6/15/2014,416000.0,3,1.0,1110,12150,1.0,0.0,0.0,4,7,1110,0.0,1957,0.0,98008,47.6034,-122.12200000000001,1490,8200
16181,3580900290,1/28/2015,360000.0,4,2.0,1450,8940,1.0,0.0,0.0,3,7,1450,0.0,1962,0.0,98034,47.7304,-122.24,1310,8914
16186,4058802335,11/25/2014,326000.0,4,1.75,2290,7380,1.0,0.0,0.0,3,7,1390,900.0,1963,0.0,98178,47.5034,-122.245,1170,7381
16188,1950900005,10/3/2014,185000.0,3,1.0,940,7125,1.5,0.0,0.0,4,7,940,0.0,1958,0.0,98032,47.3756,-122.29700000000001,1170,7125
16190,9407000920,10/1/2014,234000.0,3,1.5,1140,10300,1.5,0.0,0.0,4,6,1140,0.0,1967,0.0,98045,47.4452,-121.77,1250,9975
16194,2557000380,6/18/2014,287500.0,4,2.5,2570,9000,1.0,0.0,0.0,4,8,1590,980.0,1979,0.0,98023,47.2986,-122.37200000000001,2120,8571
16195,4450700010,7/8/2014,375000.0,3,1.75,1660,9673,1.0,0.0,0.0,3,7,1130,530.0,1976,0.0,98072,47.7628,-122.162,1260,9681
16197,3422059249,2/19/2015,260000.0,4,3.0,1530,8306,2.0,0.0,0.0,3,7,1530,0.0,2010,0.0,98042,47.3528,-122.146,1930,6925
16198,9476200290,10/17/2014,190000.0,3,1.0,1260,10900,1.0,0.0,0.0,4,6,1260,0.0,1943,0.0,98056,47.49100000000001,-122.18799999999999,1090,8137
16199,3812400898,9/9/2014,399950.0,5,2.0,2760,6420,1.0,0.0,0.0,5,7,1380,1380.0,1964,0.0,98118,47.5396,-122.27600000000001,1400,7112
16200,5422420470,3/26/2015,275000.0,3,2.5,1830,7062,2.0,0.0,0.0,3,7,1830,0.0,1990,0.0,98023,47.2895,-122.352,1820,6434
16202,4331000130,10/17/2014,315000.0,3,2.0,1770,9685,1.0,0.0,0.0,3,5,1770,0.0,1948,0.0,98166,47.4753,-122.34200000000001,1520,11122
16206,1250200285,3/17/2015,261500.0,3,1.0,1130,3600,1.0,0.0,0.0,3,6,1130,0.0,1908,0.0,98144,47.5978,-122.29899999999999,1710,2231
16207,1509700050,5/23/2014,300000.0,4,2.5,1960,9898,2.0,0.0,0.0,3,8,1960,0.0,2001,0.0,98030,47.3834,-122.16799999999999,2130,7662
16209,2171400199,9/4/2014,277554.0,5,2.25,2350,13000,1.0,0.0,0.0,3,7,2350,0.0,1961,0.0,98178,47.4939,-122.256,1570,11440
16210,2123049502,6/23/2014,215000.0,3,2.0,1340,8505,1.0,0.0,0.0,3,6,1340,0.0,1931,0.0,98168,47.4727,-122.29700000000001,1370,9000
16212,5652600427,2/24/2015,420000.0,4,2.0,1700,6375,1.0,0.0,0.0,4,7,850,850.0,1950,0.0,98115,47.6973,-122.295,1470,8360
16214,6131600255,12/22/2014,202500.0,3,2.0,1540,8316,1.0,0.0,0.0,5,6,1540,0.0,1954,0.0,98002,47.323,-122.21600000000001,1250,8316
16217,1423900080,12/18/2014,260000.0,4,1.75,1360,7700,1.0,0.0,0.0,4,7,1360,0.0,1966,0.0,98058,47.4558,-122.177,1321,7756
16218,2215901190,5/28/2014,254000.0,3,2.0,1480,7480,1.0,0.0,0.0,4,7,1480,0.0,1992,0.0,98038,47.3542,-122.055,1680,7146
16220,3395041206,9/25/2014,285000.0,3,2.5,1800,2516,2.0,0.0,0.0,3,7,1800,0.0,2001,0.0,98108,47.5401,-122.29299999999999,1800,2562
16222,3365901435,6/23/2014,165000.0,3,1.0,1200,13100,1.0,0.0,0.0,3,6,1200,0.0,1943,0.0,98168,47.475,-122.258,1960,11285
16223,7689600630,11/6/2014,216500.0,2,1.0,710,6960,1.0,0.0,0.0,4,6,710,0.0,1943,0.0,98178,47.4886,-122.24600000000001,940,7680
16224,3158500290,9/19/2014,387990.0,4,2.5,2640,5595,2.0,0.0,0.0,3,8,2640,0.0,2011,0.0,98038,47.3551,-122.054,1840,5011
16228,8097000250,1/30/2015,323400.0,4,3.0,2060,9138,1.0,0.0,0.0,3,8,1430,630.0,1992,0.0,98092,47.32100000000001,-122.185,2250,7820
16229,9542830430,8/6/2014,300000.0,3,2.5,1880,4200,2.0,0.0,0.0,3,7,1880,0.0,2007,0.0,98038,47.36600000000001,-122.01700000000001,2090,4200
16232,2651100050,2/17/2015,400000.0,3,1.0,1180,7537,1.0,0.0,0.0,3,7,1180,0.0,1969,0.0,98034,47.7233,-122.221,1220,7425
16233,2212200050,10/28/2014,255000.0,4,1.75,1650,7200,1.0,0.0,0.0,3,7,1100,550.0,1977,0.0,98031,47.3944,-122.18700000000001,1620,7374
16237,271200130,11/19/2014,215000.0,3,1.0,1690,7700,1.0,0.0,0.0,4,7,1690,0.0,1969,0.0,98003,47.3444,-122.304,1590,7700
16240,9265410010,2/3/2015,212000.0,3,1.75,1470,8350,1.0,0.0,0.0,3,7,1470,0.0,1990,0.0,98001,47.2587,-122.25299999999999,1590,8182
16241,8731800840,6/19/2014,265000.0,3,1.75,1840,7300,1.0,0.0,0.0,3,8,1840,0.0,1966,0.0,98023,47.3122,-122.369,1920,8010
16242,7579200715,12/5/2014,400000.0,3,1.75,1860,5750,1.5,0.0,0.0,5,6,1300,560.0,1918,0.0,98116,47.5586,-122.383,1550,5750
16243,9485300010,2/13/2015,311500.0,4,2.5,1940,10133,2.0,0.0,0.0,3,8,1940,0.0,1992,0.0,98031,47.3877,-122.171,1940,7265
16245,4059400190,10/17/2014,225000.0,2,1.0,800,6050,1.0,0.0,0.0,4,6,800,0.0,1944,0.0,98178,47.5001,-122.242,880,6050
16247,7100000250,2/11/2015,380000.0,3,1.0,1400,8710,1.0,0.0,0.0,4,7,1400,0.0,1948,0.0,98146,47.5066,-122.37700000000001,1460,8710
16250,7889600285,12/18/2014,315000.0,3,2.5,1950,3000,2.0,0.0,0.0,3,7,1950,0.0,2001,0.0,98146,47.4938,-122.337,1620,6000
16257,6430500086,1/16/2015,341000.0,3,1.0,940,4200,1.0,0.0,0.0,3,7,940,0.0,1955,0.0,98103,47.6878,-122.35,1380,4080
16258,4025300285,10/29/2014,276693.0,4,1.0,1190,8875,1.5,0.0,0.0,4,7,1190,0.0,1946,0.0,98155,47.7487,-122.303,1190,8875
16259,923049400,11/19/2014,185000.0,2,1.0,1390,11340,1.0,0.0,0.0,4,7,1390,0.0,1969,0.0,98168,47.4969,-122.3,1200,10224
16260,5466300130,9/17/2014,160000.0,2,2.5,1660,2258,2.0,0.0,0.0,3,7,1660,0.0,1981,0.0,98042,47.3793,-122.146,1740,2390
16261,4136900250,6/2/2014,270000.0,4,2.5,1920,8497,2.0,0.0,0.0,3,8,1920,0.0,1998,0.0,98092,47.2608,-122.209,1940,8436
