,price,sqft_living,sqft_lot,floors,waterfront,view,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,bath_0.75,bath_1.0,bath_1.25,bath_1.5,bath_1.75,bath_2.0,bath_2.25,bath_2.5,bath_2.75,bath_3.0,bath_3.25,bath_3.5,cond_2,cond_3,cond_4,cond_5,bed_2,bed_3,bed_4,bed_5,bed_6,bed_7,bed_8,bed_9,bed_10,bed_11
15787,205000.0,1210,10185,1.0,0.0,0.0,1210,0.0,1957,0.0,98146,1320,10245,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15788,225000.0,1590,9200,1.0,0.0,0.0,1110,480.0,1979,0.0,98092,1880,9200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15791,222500.0,1450,9044,2.0,0.0,0.0,1450,0.0,1990,0.0,98022,1450,9044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15792,313500.0,1270,1282,2.0,0.0,0.0,1000,270.0,2006,0.0,98106,1270,1325,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15801,305000.0,2100,9288,1.0,0.0,0.0,1050,1050.0,1968,0.0,98058,1600,8550,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15805,283000.0,2130,8800,1.0,0.0,0.0,1270,860.0,1978,0.0,98030,1960,8075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15807,245000.0,1700,4268,2.0,0.0,0.0,1700,0.0,2000,0.0,98001,1700,4488,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
15815,237000.0,1800,9216,1.0,0.0,0.0,1800,0.0,1950,0.0,98001,1400,10022,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15821,190500.0,1390,10155,1.0,0.0,0.0,1130,260.0,1980,0.0,98003,1790,10155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15825,300000.0,2110,8500,1.0,0.0,0.0,1100,1010.0,1962,0.0,98133,2020,8500,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15839,255000.0,1170,7395,1.0,0.0,0.0,1170,0.0,1969,0.0,98055,1430,7920,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15840,305000.0,1120,10125,1.0,0.0,0.0,1120,0.0,1961,0.0,98059,1120,8820,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15849,221000.0,1540,7200,1.0,0.0,0.0,1260,280.0,1966,0.0,98003,1540,8416,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
15853,234950.0,1430,10850,1.0,0.0,0.0,1430,0.0,1994,0.0,98001,1610,8015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15870,184900.0,1040,10080,1.0,0.0,0.0,1040,0.0,1959,0.0,98023,1000,8736,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15878,280000.0,1200,6250,1.0,0.0,0.0,920,280.0,1943,0.0,98168,1280,9375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15880,279000.0,2010,11618,2.0,0.0,0.0,2010,0.0,1990,0.0,98022,1550,9354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15882,209950.0,860,5080,1.0,0.0,0.0,860,0.0,1960,0.0,98032,1250,6477,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15884,237100.0,1360,9603,1.0,0.0,0.0,1360,0.0,1963,0.0,98198,2240,10605,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15887,290000.0,1580,6860,2.0,0.0,0.0,1580,0.0,1995,0.0,98055,1580,7050,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15894,244500.0,1210,8864,1.0,0.0,0.0,1210,0.0,1985,0.0,98042,1510,8062,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15895,206000.0,1280,1566,2.0,0.0,0.0,1280,0.0,2005,0.0,98055,1460,1845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15902,208000.0,960,13438,1.0,0.0,0.0,960,0.0,1951,0.0,98168,1630,11656,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15904,277500.0,1690,5171,2.0,0.0,0.0,1690,0.0,2003,0.0,98023,2550,5025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15908,205000.0,1230,8750,1.0,0.0,0.0,1230,0.0,1965,0.0,98003,1230,8750,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15916,310000.0,1490,9120,1.0,0.0,0.0,1490,0.0,1959,0.0,98059,1340,8040,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
15935,273000.0,1540,10545,2.0,0.0,0.0,1540,0.0,1978,0.0,98045,1540,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15937,240000.0,1450,9477,1.0,0.0,0.0,1450,0.0,1963,0.0,98031,1460,9477,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15939,230000.0,1630,6625,1.0,0.0,0.0,980,650.0,1980,0.0,98023,1440,7145,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
15946,278000.0,2710,9088,1.0,0.0,0.0,2060,650.0,1965,0.0,98001,1690,10454,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15950,210000.0,1730,7210,1.0,0.0,0.0,1430,300.0,1963,0.0,98001,1820,7210,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15959,299950.0,1560,31299,1.0,0.0,0.0,1560,0.0,1965,0.0,98092,2460,44907,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15963,305000.0,1830,10873,1.0,0.0,0.0,1830,0.0,1989,0.0,98023,2490,8976,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15966,280500.0,2440,10179,1.0,0.0,0.0,1220,1220.0,1962,0.0,98198,1650,9711,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15974,194000.0,820,1060,1.0,0.0,0.0,760,60.0,2007,0.0,98126,1770,1853,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15976,315000.0,1860,9629,1.0,0.0,0.0,1240,620.0,1961,0.0,98059,1940,9629,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15980,265000.0,2300,9100,1.0,0.0,0.0,1280,1020.0,1977,0.0,98058,1640,9100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
15988,260000.0,1300,10139,1.0,0.0,0.0,1300,0.0,1962,2007.0,98042,1260,10139,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16000,280000.0,1970,8426,2.0,0.0,0.0,1970,0.0,1992,0.0,98003,1970,9197,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16001,202000.0,1420,9081,1.0,0.0,0.0,1420,0.0,1990,0.0,98022,1090,8410,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16006,300000.0,1260,8280,1.0,0.0,0.0,1260,0.0,1946,0.0,98115,2100,8280,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16008,199950.0,1048,4800,1.0,0.0,0.0,1048,0.0,1942,0.0,98055,950,4800,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16014,277000.0,2160,9612,2.0,0.0,0.0,2160,0.0,1994,0.0,98022,1970,9247,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16025,264950.0,1990,9656,2.0,0.0,0.0,1990,0.0,1994,0.0,98010,1500,9656,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16027,264500.0,1370,7087,2.0,0.0,0.0,1370,0.0,1993,0.0,98038,1400,6600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16033,300000.0,1340,7788,1.0,0.0,2.0,1340,0.0,1947,0.0,98178,2550,7788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16036,315000.0,2080,5650,1.0,0.0,0.0,1680,400.0,1950,0.0,98178,1270,5650,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16047,237600.0,1370,11584,1.0,0.0,0.0,1370,0.0,1950,0.0,98198,1330,8012,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16048,162950.0,950,2784,1.0,0.0,0.0,950,0.0,1972,0.0,98198,1080,3899,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16077,240000.0,1190,10299,1.0,0.0,0.0,1190,0.0,1994,0.0,98010,1700,9849,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16078,240000.0,1030,11118,1.0,0.0,0.0,1030,0.0,1970,0.0,98003,1300,7920,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16079,262500.0,1140,14373,1.0,0.0,0.0,1140,0.0,1949,1996.0,98011,2140,9860,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16088,191000.0,700,5000,1.0,0.0,0.0,700,0.0,1952,0.0,98056,1040,5200,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
16092,284000.0,1500,10018,1.0,0.0,0.0,1500,0.0,1957,0.0,98058,1500,10937,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16094,218000.0,1330,7600,1.0,0.0,0.0,1330,0.0,1968,0.0,98023,1500,7776,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16097,225000.0,830,5720,1.0,0.0,0.0,830,0.0,1950,0.0,98133,1150,5250,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16108,288000.0,2090,7500,1.0,0.0,0.0,1280,810.0,1977,0.0,98031,1800,7350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16109,225000.0,1350,9793,1.0,0.0,0.0,1350,0.0,1968,0.0,98022,1690,8080,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16119,229950.0,1030,12700,1.0,0.0,0.0,1030,0.0,1944,0.0,98032,1140,6955,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16126,295000.0,1850,7800,2.0,0.0,0.0,1850,0.0,1974,0.0,98023,2360,8000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16128,296500.0,1580,10100,1.0,0.0,0.0,1580,0.0,1961,0.0,98055,1650,10032,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16131,302000.0,2140,9492,2.0,0.0,0.0,2140,0.0,1994,0.0,98092,2180,9184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16143,298000.0,1620,12825,1.0,0.0,0.0,1340,280.0,1962,0.0,98003,2076,11200,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16146,230000.0,1410,9000,1.0,0.0,0.0,1410,0.0,1967,0.0,98023,1200,8346,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16147,290000.0,1360,6685,1.0,0.0,0.0,1360,0.0,1952,0.0,98155,1300,8138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16154,170000.0,1500,18540,1.0,0.0,0.0,1500,0.0,1950,0.0,98168,1700,9355,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16158,173250.0,1210,9097,1.0,0.0,0.0,1210,0.0,1954,0.0,98168,1360,10125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16165,179950.0,1200,9000,1.0,0.0,0.0,1200,0.0,1958,0.0,98023,1040,9600,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16166,275000.0,1710,7230,2.0,0.0,0.0,1710,0.0,1996,0.0,98003,1720,6537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16167,190000.0,1840,13493,2.0,0.0,0.0,1840,0.0,1994,0.0,98001,1430,11463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16170,165000.0,970,7503,1.0,0.0,0.0,970,0.0,1967,0.0,98058,1230,9504,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16174,269950.0,1480,9743,2.0,0.0,0.0,1480,0.0,1996,0.0,98010,1810,9601,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16184,247500.0,1760,8400,1.0,0.0,0.0,1060,700.0,1962,0.0,98003,1280,8415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16185,208000.0,1050,6240,1.0,0.0,0.0,1050,0.0,1948,0.0,98146,1410,6240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16190,168000.0,1160,2174,2.0,0.0,0.0,1160,0.0,1998,0.0,98106,1380,1919,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16191,314000.0,2340,8990,2.0,0.0,0.0,2340,0.0,2003,0.0,98038,2980,6718,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16198,272000.0,1680,8512,2.0,0.0,0.0,1680,0.0,1991,0.0,98022,1580,8512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16202,225000.0,1120,8407,1.0,0.0,0.0,1120,0.0,1987,0.0,98022,1250,8658,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16204,219950.0,1210,5200,1.0,0.0,0.0,1210,0.0,1969,0.0,98042,1120,5200,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16211,251000.0,1350,10125,1.0,0.0,0.0,1350,0.0,1967,0.0,98003,1520,9720,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16222,250000.0,1910,10230,1.0,0.0,0.0,1290,620.0,1964,0.0,98031,1590,10800,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16223,268500.0,2100,4237,2.0,0.0,0.0,2100,0.0,2006,0.0,98031,2100,4575,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16225,295000.0,2290,4539,2.0,0.0,0.0,2290,0.0,2001,0.0,98058,1710,7200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16228,305000.0,860,7250,1.0,0.0,0.0,860,0.0,1949,0.0,98133,1270,7250,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16241,272000.0,2430,10500,1.0,0.0,0.0,2150,280.0,1983,0.0,98003,1670,9800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16242,233000.0,1460,7800,1.0,0.0,0.0,1040,420.0,1979,0.0,98023,1310,7865,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16247,242000.0,1580,6099,1.0,0.0,0.0,790,0.0,1944,0.0,98168,1330,6099,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16251,182500.0,910,7194,1.0,0.0,0.0,910,0.0,1971,0.0,98001,1530,7200,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16252,310000.0,1860,10379,1.0,0.0,0.0,1240,620.0,1963,0.0,98198,2240,11328,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16258,180000.0,770,9370,1.0,0.0,0.0,770,0.0,1947,0.0,98155,1060,9352,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16260,224400.0,1070,7200,1.0,0.0,0.0,1070,0.0,1994,0.0,98010,1280,7200,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16261,280000.0,1430,8861,1.0,0.0,0.0,1430,0.0,1956,0.0,98188,1080,9425,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16266,315000.0,2210,4191,2.0,0.0,0.0,2210,0.0,2004,0.0,98002,890,4288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16267,294999.0,1660,9760,2.0,0.0,0.0,1660,0.0,1994,0.0,98030,1580,9614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16268,175000.0,1910,17003,1.5,0.0,0.0,1910,0.0,1963,0.0,98001,1820,14806,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16269,299000.0,1910,17003,1.5,0.0,0.0,1910,0.0,1963,0.0,98001,1820,14806,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16271,290000.0,1650,10336,1.0,0.0,0.0,1500,150.0,1962,0.0,98133,1420,10260,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16278,297950.0,1240,10800,1.0,0.0,0.0,1240,0.0,1967,2010.0,98058,1480,8840,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16281,204250.0,1960,7708,1.0,0.0,0.0,1490,470.0,1984,0.0,98023,1580,8063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16286,209995.0,700,7303,1.0,0.0,0.0,700,0.0,1953,0.0,98056,960,6060,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
16289,280000.0,1310,6600,1.0,0.0,0.0,1310,0.0,1942,0.0,98168,1240,6600,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16294,231000.0,1640,4875,1.0,0.0,0.0,1040,600.0,1977,0.0,98042,1640,5200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16303,250000.0,1730,7200,2.0,0.0,0.0,1730,0.0,1985,0.0,98031,1770,7396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16304,275000.0,990,9798,1.0,0.0,0.0,990,0.0,1968,0.0,98072,1210,9870,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16306,175000.0,700,8174,1.0,0.0,0.0,700,0.0,1941,0.0,98146,1250,8046,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16317,300000.0,1630,82764,1.0,0.0,0.0,1630,0.0,1948,0.0,98027,1680,199069,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16318,286000.0,1680,4226,2.0,0.0,0.0,1680,0.0,2003,0.0,98042,1800,5559,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16330,305000.0,1490,7697,1.0,0.0,0.0,1490,0.0,1994,0.0,98059,1540,7529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16331,212000.0,1000,9450,1.0,0.0,0.0,1000,0.0,1962,0.0,98055,1300,13500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16332,298950.0,2300,11505,1.0,0.0,0.0,1300,1000.0,1963,0.0,98030,2350,11505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16341,275000.0,1440,10920,1.0,0.0,0.0,1440,0.0,1943,0.0,98056,1500,11902,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16343,197000.0,1690,7735,1.0,0.0,0.0,1060,630.0,1976,0.0,98001,1580,7503,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16344,265000.0,1420,8126,1.0,0.0,0.0,1420,0.0,1991,0.0,98031,1730,7954,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16345,297000.0,1790,5341,1.0,0.0,0.0,1050,740.0,1951,0.0,98166,1540,6916,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16346,207500.0,1320,12528,1.0,0.0,0.0,1320,0.0,1970,0.0,98042,1340,11039,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
